STEP	TN	VDD	tCK	PATN	category
HFH	2348	0.980V	606.8PS	OTF_B	3.2G_2_LVDD
HFH	2349	0.980V	606.8PS	BLR_A	3.2G_2_LVDD
HFH	2350	0.980V	606.8PS	AAD_A	3.2G_2_LVDD
HFH	2351	0.980V	606.8PS	OCG_O	3.2G_2_LVDD
HFH	2352	0.980V	606.8PS	OCG_A	3.2G_2_LVDD
HFH	2353	0.980V	606.8PS	OCG_N	3.2G_2_LVDD
HFH	2354	0.980V	606.8PS	PDN_A	3.2G_2_LVDD
HFH	2355	0.980V	606.8PS	PDN_B	3.2G_2_LVDD
HFH	2356	0.980V	606.8PS	DPDN_A	3.2G_2_LVDD
HFH	2357	0.980V	606.8PS	ACM_A	3.2G_2_LVDD
HFH	2358	0.980V	606.8PS	ACM_B	3.2G_2_LVDD
HFH	2359	0.980V	606.8PS	ADC_A	3.2G_2_LVDD
HFH	2360	0.980V	606.8PS	ADC_N	3.2G_2_LVDD
HFH	2361	0.980V	606.8PS	DADC_A	3.2G_2_LVDD
HFH	2362	0.980V	606.8PS	DADC_B	3.2G_2_LVDD
HFH	2363	0.980V	606.8PS	DADC_C	3.2G_2_LVDD
HFH	2364	0.980V	606.8PS	DBI_A	3.2G_2_LVDD
HFH	2365	0.980V	606.8PS	D2I_A	3.2G_2_LVDD
HFH	2366	0.980V	606.8PS	DB2_A	3.2G_2_LVDD
HFH	2367	0.980V	606.8PS	DBG_A	3.2G_2_LVDD
HFH	2368	0.980V	606.8PS	DBG_B	3.2G_2_LVDD
HFH	2369	0.980V	606.8PS	GPB_A	3.2G_2_LVDD
HFH	2370	0.980V	606.8PS	PP4_A	3.2G_2_LVDD
HFH	2371	0.980V	606.8PS	PR2_A	3.2G_2_LVDD
HFH	2372	0.980V	606.8PS	PR3_A	3.2G_2_LVDD
HFH	2373	0.980V	606.8PS	PR3_N	3.2G_2_LVDD
HFH	2374	0.980V	606.8PS	APO_A	3.2G_2_LVDD
HFH	2375	0.980V	606.8PS	AWR_A	3.2G_2_LVDD
HFH	2376	0.980V	606.8PS	IAP_A	3.2G_2_LVDD
HFH	2377	0.980V	606.8PS	API_A	3.2G_2_LVDD
HFH	2378	0.980V	606.8PS	CCD_A	3.2G_2_LVDD
HFH	2379	0.980V	606.8PS	GPT_A	3.2G_2_LVDD
HFH	2380	0.980V	606.8PS	CIP_A	3.2G_2_LVDD
HFH	2381	0.980V	606.8PS	YMA_A	3.2G_2_LVDD
HFH	2382	0.980V	606.8PS	YCG_A	3.2G_2_LVDD
HFH	2383	0.980V	606.8PS	CYF_A	3.2G_2_LVDD
HFH	2384	0.980V	606.8PS	GLY_A	3.2G_2_LVDD
HFH	2385	0.980V	606.8PS	DYG_A	3.2G_2_LVDD
HFH	2386	0.980V	606.8PS	CJP_A	3.2G_2_LVDD
HFH	2387	0.980V	606.8PS	CJP_N	3.2G_2_LVDD
HFH	2388	0.980V	606.8PS	IPM_A	3.2G_2_LVDD
HFH	2389	0.980V	606.8PS	IPM_N	3.2G_2_LVDD
HFH	2390	0.980V	606.8PS	IPM_C	3.2G_2_LVDD
HFH	2391	0.980V	606.8PS	IPM_M	3.2G_2_LVDD
HFH	2392	0.980V	606.8PS	PBR_A	3.2G_2_LVDD
HFH	2393	0.980V	606.8PS	PBR_N	3.2G_2_LVDD
HFH	2394	0.980V	606.8PS	PBR_C	3.2G_2_LVDD
HFH	2395	0.980V	606.8PS	PBR_O	3.2G_2_LVDD
HFH	2396	0.980V	606.8PS	PBR_B	3.2G_2_LVDD
HFH	2397	0.980V	606.8PS	PBR_M	3.2G_2_LVDD
HFH	2398	0.980V	606.8PS	PGK_A	3.2G_2_LVDD
HFH	2399	0.980V	606.8PS	DPGK_A	3.2G_2_LVDD
HFH	2400	0.980V	606.8PS	PGK_N	3.2G_2_LVDD
HFH	2401	0.980V	606.8PS	PGK_M	3.2G_2_LVDD
HFH	2402	0.980V	606.8PS	DPBR_A	3.2G_2_LVDD
HFH	2403	0.980V	606.8PS	DPBR_B	3.2G_2_LVDD
HFH	2404	0.980V	606.8PS	DPBR_C	3.2G_2_LVDD
HFH	2405	0.980V	606.8PS	DPBR_N	3.2G_2_LVDD
HFH	2406	0.980V	606.8PS	DPBR_M	3.2G_2_LVDD
HFH	2407	0.980V	606.8PS	DPBR_O	3.2G_2_LVDD
HFH	2408	0.980V	606.8PS	DIPM_A	3.2G_2_LVDD
HFH	2409	0.980V	606.8PS	DIPM_B	3.2G_2_LVDD
HFH	2410	0.980V	606.8PS	DIPM_C	3.2G_2_LVDD
HFH	2411	0.980V	606.8PS	DIPM_D	3.2G_2_LVDD
HFH	2412	0.980V	606.8PS	DIPM_E	3.2G_2_LVDD
HFH	2413	0.980V	606.8PS	DIPM_F	3.2G_2_LVDD
HFH	2414	0.980V	606.8PS	DIPM_N	3.2G_2_LVDD
HFH	2415	0.980V	606.8PS	DIPM_M	3.2G_2_LVDD
HFH	2416	0.980V	606.8PS	DIPM_O	3.2G_2_LVDD
HFH	2417	0.980V	606.8PS	DIPM_P	3.2G_2_LVDD
HFH	2418	0.980V	606.8PS	DIPM_Q	3.2G_2_LVDD
HFH	2419	0.980V	606.8PS	DIPM_R	3.2G_2_LVDD
HFH	2420	0.980V	606.8PS	4YF_A	3.2G_2_LVDD
HFH	2421	0.980V	606.8PS	IRN_A	3.2G_2_LVDD
HFH	2423	0.980V	606.8PS	GIO_A	3.2G_2_LVDD
HFH	2424	0.980V	606.8PS	MAT_A	3.2G_2_LVDD
HFH	2425	0.980V	606.8PS	PCP_A	3.2G_2_LVDD
HFH	2426	0.980V	606.8PS	RPD_A	3.2G_2_LVDD
HFH	2427	0.980V	606.8PS	ECM_A	3.2G_2_LVDD
HFH	2428	0.980V	606.8PS	PRF_A	3.2G_2_LVDD
HFH	2433	0.980V	606.8PS	NWR_A	3.2G_2_LVDD
HFH	2434	0.980V	606.8PS	LFF_A	3.2G_2_LVDD
HFH	2435	0.980V	606.8PS	HRG_A	3.2G_2_LVDD
HFH	2436	0.980V	606.8PS	DPDS_A	3.2G_2_LVDD
HFH	2437	0.980V	606.8PS	DM6_A	3.2G_2_LVDD
HFH	2438	0.980V	606.8PS	D3P_A	3.2G_2_LVDD
HFH	2429	0.980V	606.8PS	DCF_E	3.2G_2_LVDD
HFH	2430	0.980V	606.8PS	DCF_F	3.2G_2_LVDD
HFH	2458	0.980V	570.0PS	DPBR_O	3.2G_2_LVDD
HFH	2472	0.960V	800.0PS	PR3_A	3.2G_2_LVDD
HFH	2201	1.150V	606.8PS	DRMW_N	3.2G_2_HVDD
HFH	2202	1.150V	606.8PS	PDN_A	3.2G_2_HVDD
HFH	2000	0.980V	606.8PS	I4R_A	3.2G_2_LVDD
HFH	2001	0.980V	606.8PS	I4R_B	3.2G_2_LVDD
HFH	2002	0.980V	606.8PS	I8R_A	3.2G_2_LVDD
HFH	2003	0.980V	606.8PS	I8R_B	3.2G_2_LVDD
HFH	2004	0.980V	606.8PS	IYF_A	3.2G_2_LVDD
HFH	2005	0.980V	606.8PS	IYF_B	3.2G_2_LVDD
HFH	2006	0.980V	606.8PS	ROB_A	3.2G_2_LVDD
HFH	2007	0.980V	606.8PS	COB_A	3.2G_2_LVDD
HFH	2008	0.980V	606.8PS	COB_N	3.2G_2_LVDD
HFH	2013	0.980V	606.8PS	RMW_A	3.2G_2_LVDD
HFH	2014	0.980V	606.8PS	RMW_B	3.2G_2_LVDD
HFH	2015	0.980V	606.8PS	DRMW_N	3.2G_2_LVDD
HFH	2016	0.980V	606.8PS	RMW_N	3.2G_2_LVDD
HFH	2017	0.980V	606.8PS	SEL_A	3.2G_2_LVDD
HFH	2018	0.980V	606.8PS	SEL_B	3.2G_2_LVDD
HFH	2019	0.980V	606.8PS	SEL_C	3.2G_2_LVDD
HFH	2020	0.980V	606.8PS	DSM_A	3.2G_2_LVDD
HFH	2022	0.980V	606.8PS	RRD_A	3.2G_2_LVDD
HFH	2023	0.980V	606.8PS	RRD_B	3.2G_2_LVDD
HFH	2024	0.980V	606.8PS	IOM_A	3.2G_2_LVDD
HFH	2025	0.980V	606.8PS	NIF_A	3.2G_2_LVDD
HFH	2026	0.980V	606.8PS	I2F_A	3.2G_2_LVDD
HFH	2027	0.980V	606.8PS	WRX_A	3.2G_2_LVDD
HFH	2028	0.980V	606.8PS	WRX_B	3.2G_2_LVDD
HFH	2029	0.980V	606.8PS	WRX_C	3.2G_2_LVDD
HFH	2030	0.980V	606.8PS	WDI_A	3.2G_2_LVDD
HFH	2031	0.980V	606.8PS	WDI_B	3.2G_2_LVDD
HFH	2032	0.980V	606.8PS	WDI_C	3.2G_2_LVDD
HFH	2033	0.980V	606.8PS	WDI_N	3.2G_2_LVDD
HFH	2034	0.980V	606.8PS	WDI_M	3.2G_2_LVDD
HFH	2035	0.980V	606.8PS	LDM_A	3.2G_2_LVDD
HFH	2036	0.980V	606.8PS	WDM_A	3.2G_2_LVDD
HFH	2037	0.980V	606.8PS	DWN_N	3.2G_2_LVDD
HFH	2038	0.980V	606.8PS	NV2_A	3.2G_2_LVDD
HFH	2039	0.980V	606.8PS	NV3_A	3.2G_2_LVDD
HFH	2040	0.980V	606.8PS	NV3_B	3.2G_2_LVDD
HFH	2041	0.980V	606.8PS	NV4_A	3.2G_2_LVDD
HFH	2042	0.980V	606.8PS	NV5_A	3.2G_2_LVDD
HFH	2043	0.980V	606.8PS	WFR_A	3.2G_2_LVDD
HFH	2044	0.980V	606.8PS	WFR_B	3.2G_2_LVDD
HFH	2045	0.980V	606.8PS	FCW_A	3.2G_2_LVDD
HFH	2046	0.980V	606.8PS	FCR_A	3.2G_2_LVDD
HFH	2047	0.980V	606.8PS	OTF_A	3.2G_2_LVDD
HFH	2048	0.980V	606.8PS	OTF_B	3.2G_2_LVDD
HFH	2049	0.980V	606.8PS	BLR_A	3.2G_2_LVDD
HFH	2050	0.980V	606.8PS	AAD_A	3.2G_2_LVDD
HFH	2051	0.980V	606.8PS	OCG_O	3.2G_2_LVDD
HFH	2052	0.980V	606.8PS	OCG_A	3.2G_2_LVDD
HFH	2053	0.980V	606.8PS	OCG_N	3.2G_2_LVDD
HFH	2054	0.980V	606.8PS	PDN_A	3.2G_2_LVDD
HFH	2055	0.980V	606.8PS	PDN_B	3.2G_2_LVDD
HFH	2056	0.980V	606.8PS	DPDN_A	3.2G_2_LVDD
HFH	2057	0.980V	606.8PS	ACM_A	3.2G_2_LVDD
HFH	2058	0.980V	606.8PS	ACM_B	3.2G_2_LVDD
HFH	2059	0.980V	606.8PS	ADC_A	3.2G_2_LVDD
HFH	2060	0.980V	606.8PS	ADC_N	3.2G_2_LVDD
HFH	2061	0.980V	606.8PS	DADC_A	3.2G_2_LVDD
HFH	2062	0.980V	606.8PS	DADC_B	3.2G_2_LVDD
HFH	2063	0.980V	606.8PS	DADC_C	3.2G_2_LVDD
HFH	2064	0.980V	606.8PS	DBI_A	3.2G_2_LVDD
HFH	2065	0.980V	606.8PS	D2I_A	3.2G_2_LVDD
HFH	2066	0.980V	606.8PS	DB2_A	3.2G_2_LVDD
HFH	2067	0.980V	606.8PS	DBG_A	3.2G_2_LVDD
HFH	2068	0.980V	606.8PS	DBG_B	3.2G_2_LVDD
HFH	2069	0.980V	606.8PS	GPB_A	3.2G_2_LVDD
HFH	2070	0.980V	606.8PS	PP4_A	3.2G_2_LVDD
HFH	2071	0.980V	606.8PS	PR2_A	3.2G_2_LVDD
HFH	2072	0.980V	606.8PS	PR3_A	3.2G_2_LVDD
HFH	2073	0.980V	606.8PS	PR3_N	3.2G_2_LVDD
HFH	2074	0.980V	606.8PS	APO_A	3.2G_2_LVDD
HFH	2075	0.980V	606.8PS	AWR_A	3.2G_2_LVDD
HFH	2076	0.980V	606.8PS	IAP_A	3.2G_2_LVDD
HFH	2077	0.980V	606.8PS	API_A	3.2G_2_LVDD
HFH	2078	0.980V	606.8PS	CCD_A	3.2G_2_LVDD
HFH	2079	0.980V	606.8PS	GPT_A	3.2G_2_LVDD
HFH	2080	0.980V	606.8PS	CIP_A	3.2G_2_LVDD
HFH	2081	0.980V	606.8PS	YMA_A	3.2G_2_LVDD
HFH	2082	0.980V	606.8PS	YCG_A	3.2G_2_LVDD
HFH	2083	0.980V	606.8PS	CYF_A	3.2G_2_LVDD
HFH	2084	0.980V	606.8PS	GLY_A	3.2G_2_LVDD
HFH	2085	0.980V	606.8PS	DYG_A	3.2G_2_LVDD
HFH	2086	0.980V	606.8PS	CJP_A	3.2G_2_LVDD
HFH	2087	0.980V	606.8PS	CJP_N	3.2G_2_LVDD
HFH	2088	0.980V	606.8PS	IPM_A	3.2G_2_LVDD
HFH	2089	0.980V	606.8PS	IPM_N	3.2G_2_LVDD
HFH	2090	0.980V	606.8PS	IPM_C	3.2G_2_LVDD
HFH	2091	0.980V	606.8PS	IPM_M	3.2G_2_LVDD
HFH	2092	0.980V	606.8PS	PBR_A	3.2G_2_LVDD
HFH	2093	0.980V	606.8PS	PBR_N	3.2G_2_LVDD
HFH	2094	0.980V	606.8PS	PBR_C	3.2G_2_LVDD
HFH	2095	0.980V	606.8PS	PBR_O	3.2G_2_LVDD
HFH	2096	0.980V	606.8PS	PBR_B	3.2G_2_LVDD
HFH	2097	0.980V	606.8PS	PBR_M	3.2G_2_LVDD
HFH	2098	0.980V	606.8PS	PGK_A	3.2G_2_LVDD
HFH	2099	0.980V	606.8PS	DPGK_A	3.2G_2_LVDD
HFH	2100	0.980V	606.8PS	PGK_N	3.2G_2_LVDD
HFH	2101	0.980V	606.8PS	PGK_M	3.2G_2_LVDD
HFH	2102	0.980V	606.8PS	DPBR_A	3.2G_2_LVDD
HFH	2103	0.980V	606.8PS	DPBR_B	3.2G_2_LVDD
HFH	2104	0.980V	606.8PS	DPBR_C	3.2G_2_LVDD
HFH	2105	0.980V	606.8PS	DPBR_N	3.2G_2_LVDD
HFH	2106	0.980V	606.8PS	DPBR_M	3.2G_2_LVDD
HFH	2107	0.980V	606.8PS	DPBR_O	3.2G_2_LVDD
HFH	2108	0.980V	606.8PS	DIPM_A	3.2G_2_LVDD
HFH	2109	0.980V	606.8PS	DIPM_B	3.2G_2_LVDD
HFH	2110	0.980V	606.8PS	DIPM_C	3.2G_2_LVDD
HFH	2111	0.980V	606.8PS	DIPM_D	3.2G_2_LVDD
HFH	2112	0.980V	606.8PS	DIPM_E	3.2G_2_LVDD
HFH	2113	0.980V	606.8PS	DIPM_F	3.2G_2_LVDD
HFH	2114	0.980V	606.8PS	DIPM_N	3.2G_2_LVDD
HFH	2115	0.980V	606.8PS	DIPM_M	3.2G_2_LVDD
HFH	2116	0.980V	606.8PS	DIPM_O	3.2G_2_LVDD
HFH	2117	0.980V	606.8PS	DIPM_P	3.2G_2_LVDD
HFH	2118	0.980V	606.8PS	DIPM_Q	3.2G_2_LVDD
HFH	2119	0.980V	606.8PS	DIPM_R	3.2G_2_LVDD
HFH	2120	0.980V	606.8PS	4YF_A	3.2G_2_LVDD
HFH	2121	0.980V	606.8PS	IRN_A	3.2G_2_LVDD
HFH	2123	0.980V	606.8PS	GIO_A	3.2G_2_LVDD
HFH	2124	0.980V	606.8PS	MAT_A	3.2G_2_LVDD
HFH	2125	0.980V	606.8PS	PCP_A	3.2G_2_LVDD
HFH	2126	0.980V	606.8PS	RPD_A	3.2G_2_LVDD
HFH	2127	0.980V	606.8PS	ECM_A	3.2G_2_LVDD
HFH	2128	0.980V	606.8PS	PRF_A	3.2G_2_LVDD
HFH	2133	0.980V	606.8PS	NWR_A	3.2G_2_LVDD
HFH	2134	0.980V	606.8PS	LFF_A	3.2G_2_LVDD
HFH	2135	0.980V	606.8PS	HRG_A	3.2G_2_LVDD
HFH	2136	0.980V	606.8PS	DPDS_A	3.2G_2_LVDD
HFH	2137	0.980V	606.8PS	DM6_A	3.2G_2_LVDD
HFH	2138	0.980V	606.8PS	D3P_A	3.2G_2_LVDD
HFH	2129	0.980V	606.8PS	DCF_E	3.2G_2_LVDD
HFH	2130	0.980V	606.8PS	DCF_F	3.2G_2_LVDD
HFH	1300	0.980V	1213.6PS	I4R_A	1.6G_2_LVDD
HFH	1301	0.980V	1213.6PS	I4R_B	1.6G_2_LVDD
HFH	1302	0.980V	1213.6PS	I8R_A	1.6G_2_LVDD
HFH	1303	0.980V	1213.6PS	I8R_B	1.6G_2_LVDD
HFH	1304	0.980V	1213.6PS	IYF_A	1.6G_2_LVDD
HFH	1305	0.980V	1213.6PS	IYF_B	1.6G_2_LVDD
HFH	1306	0.980V	1213.6PS	ROB_A	1.6G_2_LVDD
HFH	1307	0.980V	1213.6PS	COB_A	1.6G_2_LVDD
HFH	1308	0.980V	1213.6PS	COB_N	1.6G_2_LVDD
HFH	1313	0.980V	1213.6PS	RMW_A	1.6G_2_LVDD
HFH	1314	0.980V	1213.6PS	RMW_B	1.6G_2_LVDD
HFH	1315	0.980V	1213.6PS	DRMW_N	1.6G_2_LVDD
HFH	1316	0.980V	1213.6PS	RMW_N	1.6G_2_LVDD
HFH	1317	0.980V	1213.6PS	SEL_A	1.6G_2_LVDD
HFH	1318	0.980V	1213.6PS	SEL_B	1.6G_2_LVDD
HFH	1319	0.980V	1213.6PS	SEL_C	1.6G_2_LVDD
HFH	1320	0.980V	1213.6PS	DSM_A	1.6G_2_LVDD
HFH	1322	0.980V	1213.6PS	RRD_A	1.6G_2_LVDD
HFH	1323	0.980V	1213.6PS	RRD_B	1.6G_2_LVDD
HFH	1324	0.980V	1213.6PS	IOM_A	1.6G_2_LVDD
HFH	1325	0.980V	1213.6PS	NIF_A	1.6G_2_LVDD
HFH	1326	0.980V	1213.6PS	I2F_A	1.6G_2_LVDD
HFH	1327	0.980V	1213.6PS	WRX_A	1.6G_2_LVDD
HFH	1328	0.980V	1213.6PS	WRX_B	1.6G_2_LVDD
HFH	1329	0.980V	1213.6PS	WRX_C	1.6G_2_LVDD
HFH	1330	0.980V	1213.6PS	WDI_A	1.6G_2_LVDD
HFH	1331	0.980V	1213.6PS	WDI_B	1.6G_2_LVDD
HFH	1332	0.980V	1213.6PS	WDI_C	1.6G_2_LVDD
HFH	1333	0.980V	1213.6PS	WDI_N	1.6G_2_LVDD
HFH	1334	0.980V	1213.6PS	WDI_M	1.6G_2_LVDD
HFH	1335	0.980V	1213.6PS	LDM_A	1.6G_2_LVDD
HFH	1336	0.980V	1213.6PS	WDM_A	1.6G_2_LVDD
HFH	1337	0.980V	1213.6PS	DWN_N	1.6G_2_LVDD
HFH	1338	0.980V	1213.6PS	NV2_A	1.6G_2_LVDD
HFH	1339	0.980V	1213.6PS	NV3_A	1.6G_2_LVDD
HFH	1340	0.980V	1213.6PS	NV3_B	1.6G_2_LVDD
HFH	1341	0.980V	1213.6PS	NV4_A	1.6G_2_LVDD
HFH	1342	0.980V	1213.6PS	NV5_A	1.6G_2_LVDD
HFH	1343	0.980V	1213.6PS	WFR_A	1.6G_2_LVDD
HFH	1344	0.980V	1213.6PS	WFR_B	1.6G_2_LVDD
HFH	1345	0.980V	1213.6PS	FCW_A	1.6G_2_LVDD
HFH	1346	0.980V	1213.6PS	FCR_A	1.6G_2_LVDD
HFH	1347	0.980V	1213.6PS	OTF_A	1.6G_2_LVDD
HFH	1348	0.980V	1213.6PS	OTF_B	1.6G_2_LVDD
HFH	1349	0.980V	1213.6PS	BLR_A	1.6G_2_LVDD
HFH	1350	0.980V	1213.6PS	AAD_A	1.6G_2_LVDD
HFH	1351	0.980V	1213.6PS	OCG_O	1.6G_2_LVDD
HFH	1352	0.980V	1213.6PS	OCG_A	1.6G_2_LVDD
HFH	1353	0.980V	1213.6PS	OCG_N	1.6G_2_LVDD
HFH	1354	0.980V	1213.6PS	PDN_A	1.6G_2_LVDD
HFH	1355	0.980V	1213.6PS	PDN_B	1.6G_2_LVDD
HFH	1356	0.980V	1213.6PS	DPDN_A	1.6G_2_LVDD
HFH	1357	0.980V	1213.6PS	ACM_A	1.6G_2_LVDD
HFH	1358	0.980V	1213.6PS	ACM_B	1.6G_2_LVDD
HFH	1359	0.980V	1213.6PS	ADC_A	1.6G_2_LVDD
HFH	1360	0.980V	1213.6PS	ADC_N	1.6G_2_LVDD
HFH	1361	0.980V	1213.6PS	DADC_A	1.6G_2_LVDD
HFH	1362	0.980V	1213.6PS	DADC_B	1.6G_2_LVDD
HFH	1363	0.980V	1213.6PS	DADC_C	1.6G_2_LVDD
HFH	1364	0.980V	1213.6PS	DBI_A	1.6G_2_LVDD
HFH	1365	0.980V	1213.6PS	D2I_A	1.6G_2_LVDD
HFH	1366	0.980V	1213.6PS	DB2_A	1.6G_2_LVDD
HFH	1367	0.980V	1213.6PS	DBG_A	1.6G_2_LVDD
HFH	1368	0.980V	1213.6PS	DBG_B	1.6G_2_LVDD
HFH	1369	0.980V	1213.6PS	GPB_A	1.6G_2_LVDD
HFH	1370	0.980V	1213.6PS	PP4_A	1.6G_2_LVDD
HFH	1371	0.980V	1213.6PS	PR2_A	1.6G_2_LVDD
HFH	1372	0.980V	1213.6PS	PR3_A	1.6G_2_LVDD
HFH	1373	0.980V	1213.6PS	PR3_N	1.6G_2_LVDD
HFH	1374	0.980V	1213.6PS	APO_A	1.6G_2_LVDD
HFH	1375	0.980V	1213.6PS	AWR_A	1.6G_2_LVDD
HFH	1376	0.980V	1213.6PS	IAP_A	1.6G_2_LVDD
HFH	1377	0.980V	1213.6PS	API_A	1.6G_2_LVDD
HFH	1378	0.980V	1213.6PS	CCD_A	1.6G_2_LVDD
HFH	1379	0.980V	1213.6PS	GPT_A	1.6G_2_LVDD
HFH	1380	0.980V	1213.6PS	CIP_A	1.6G_2_LVDD
HFH	1381	0.980V	1213.6PS	YMA_A	1.6G_2_LVDD
HFH	1382	0.980V	1213.6PS	YCG_A	1.6G_2_LVDD
HFH	1383	0.980V	1213.6PS	CYF_A	1.6G_2_LVDD
HFH	1384	0.980V	1213.6PS	GLY_A	1.6G_2_LVDD
HFH	1385	0.980V	1213.6PS	DYG_A	1.6G_2_LVDD
HFH	1386	0.980V	1213.6PS	CJP_A	1.6G_2_LVDD
HFH	1387	0.980V	1213.6PS	CJP_N	1.6G_2_LVDD
HFH	1388	0.980V	1213.6PS	IPM_A	1.6G_2_LVDD
HFH	1389	0.980V	1213.6PS	IPM_N	1.6G_2_LVDD
HFH	1390	0.980V	1213.6PS	IPM_C	1.6G_2_LVDD
HFH	1391	0.980V	1213.6PS	IPM_M	1.6G_2_LVDD
HFH	1392	0.980V	1213.6PS	PBR_A	1.6G_2_LVDD
HFH	1393	0.980V	1213.6PS	PBR_N	1.6G_2_LVDD
HFH	1394	0.980V	1213.6PS	PBR_C	1.6G_2_LVDD
HFH	1395	0.980V	1213.6PS	PBR_O	1.6G_2_LVDD
HFH	1396	0.980V	1213.6PS	PBR_B	1.6G_2_LVDD
HFH	1397	0.980V	1213.6PS	PBR_M	1.6G_2_LVDD
HFH	1398	0.980V	1213.6PS	PGK_A	1.6G_2_LVDD
HFH	1399	0.980V	1213.6PS	DPGK_A	1.6G_2_LVDD
HFH	1400	0.980V	1213.6PS	PGK_N	1.6G_2_LVDD
HFH	1401	0.980V	1213.6PS	PGK_M	1.6G_2_LVDD
HFH	1402	0.980V	1213.6PS	DPBR_A	1.6G_2_LVDD
HFH	1403	0.980V	1213.6PS	DPBR_B	1.6G_2_LVDD
HFH	1404	0.980V	1213.6PS	DPBR_C	1.6G_2_LVDD
HFH	1405	0.980V	1213.6PS	DPBR_N	1.6G_2_LVDD
HFH	1406	0.980V	1213.6PS	DPBR_M	1.6G_2_LVDD
HFH	1407	0.980V	1213.6PS	DPBR_O	1.6G_2_LVDD
HFH	1408	0.980V	1213.6PS	DIPM_A	1.6G_2_LVDD
HFH	1409	0.980V	1213.6PS	DIPM_B	1.6G_2_LVDD
HFH	1410	0.980V	1213.6PS	DIPM_C	1.6G_2_LVDD
HFH	1411	0.980V	1213.6PS	DIPM_D	1.6G_2_LVDD
HFH	1412	0.980V	1213.6PS	DIPM_E	1.6G_2_LVDD
HFH	1413	0.980V	1213.6PS	DIPM_F	1.6G_2_LVDD
HFH	1414	0.980V	1213.6PS	DIPM_N	1.6G_2_LVDD
HFH	1415	0.980V	1213.6PS	DIPM_M	1.6G_2_LVDD
HFH	1416	0.980V	1213.6PS	DIPM_O	1.6G_2_LVDD
HFH	1417	0.980V	1213.6PS	DIPM_P	1.6G_2_LVDD
HFH	1418	0.980V	1213.6PS	DIPM_Q	1.6G_2_LVDD
HFH	1419	0.980V	1213.6PS	DIPM_R	1.6G_2_LVDD
HFH	1420	0.980V	1213.6PS	4YF_A	1.6G_2_LVDD
HFH	1421	0.980V	1213.6PS	IRN_A	1.6G_2_LVDD
HFH	1423	0.980V	1213.6PS	GIO_A	1.6G_2_LVDD
HFH	1424	0.980V	1213.6PS	MAT_A	1.6G_2_LVDD
HFH	1425	0.980V	1213.6PS	PCP_A	1.6G_2_LVDD
HFH	1426	0.980V	1213.6PS	RPD_A	1.6G_2_LVDD
HFH	1427	0.980V	1213.6PS	ECM_A	1.6G_2_LVDD
HFH	1428	0.980V	1213.6PS	PRF_A	1.6G_2_LVDD
HFH	1433	0.980V	1213.6PS	NWR_A	1.6G_2_LVDD
HFH	1434	0.980V	1213.6PS	LFF_A	1.6G_2_LVDD
HFH	1435	0.980V	1213.6PS	HRG_A	1.6G_2_LVDD
HFH	1436	0.980V	1213.6PS	DPDS_A	1.6G_2_LVDD
HFH	1437	0.980V	1213.6PS	DM6_A	1.6G_2_LVDD
HFH	1438	0.980V	1213.6PS	D3P_A	1.6G_2_LVDD
HFH	1497	0.980V	1213.6PS	FSP_A	1.6G_2_LVDD
HFH	1429	0.980V	1213.6PS	DCF_E	1.6G_2_LVDD
HFH	1430	0.980V	1213.6PS	DCF_F	1.6G_2_LVDD
HFH	1491	1.150V	1230.0PS	NV3_B	IBIS
HFH	139	0.980V	1213.6PS	RDC_A	1.6G_2_LVDD
HFH	141	0.980V	1213.6PS	WTR_A	1.6G_2_LVDD
HFH	1000	0.980V	1213.6PS	I4R_A	1.6G_2_LVDD
HFH	1001	0.980V	1213.6PS	I4R_B	1.6G_2_LVDD
HFH	1002	0.980V	1213.6PS	I8R_A	1.6G_2_LVDD
HFH	1003	0.980V	1213.6PS	I8R_B	1.6G_2_LVDD
HFH	1004	0.980V	1213.6PS	IYF_A	1.6G_2_LVDD
HFH	1005	0.980V	1213.6PS	IYF_B	1.6G_2_LVDD
HFH	1006	0.980V	1213.6PS	ROB_A	1.6G_2_LVDD
HFH	1007	0.980V	1213.6PS	COB_A	1.6G_2_LVDD
HFH	1008	0.980V	1213.6PS	COB_N	1.6G_2_LVDD
HFH	1013	0.980V	1213.6PS	RMW_A	1.6G_2_LVDD
HFH	1014	0.980V	1213.6PS	RMW_B	1.6G_2_LVDD
HFH	1015	0.980V	1213.6PS	DRMW_N	1.6G_2_LVDD
HFH	1016	0.980V	1213.6PS	RMW_N	1.6G_2_LVDD
HFH	1017	0.980V	1213.6PS	SEL_A	1.6G_2_LVDD
HFH	1018	0.980V	1213.6PS	SEL_B	1.6G_2_LVDD
HFH	1019	0.980V	1213.6PS	SEL_C	1.6G_2_LVDD
HFH	1020	0.980V	1213.6PS	DSM_A	1.6G_2_LVDD
HFH	1022	0.980V	1213.6PS	RRD_A	1.6G_2_LVDD
HFH	1023	0.980V	1213.6PS	RRD_B	1.6G_2_LVDD
HFH	1024	0.980V	1213.6PS	IOM_A	1.6G_2_LVDD
HFH	1025	0.980V	1213.6PS	NIF_A	1.6G_2_LVDD
HFH	1026	0.980V	1213.6PS	I2F_A	1.6G_2_LVDD
HFH	1027	0.980V	1213.6PS	WRX_A	1.6G_2_LVDD
HFH	1028	0.980V	1213.6PS	WRX_B	1.6G_2_LVDD
